raw_species,n_rows,sources,example_cas,worms_status,gbif_status,resolved_by,accepted_name,rank,kingdom,phylum,class,order,family,genus,habitat
Anguilla japonica,314,"envirotox,wqbench",52315078,exact,NA,worms,Anguilla japonica,Species,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marine|brackish|freshwater
Anopheles stephensi,312,"envirotox,wqbench",122145,no_match,gbif_exact,gbif,Anopheles stephensi,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,NA
Lymnaea acuminata,311,"envirotox,wqbench",11141176,exact_unaccepted,NA,worms,Radix rufescens,Species,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Lymnaea,freshwater
Eriocheir sinensis,310,wqbench,2795393,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penaeus aztecus,310,"anztox,envirotox,wqbench",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callinectes sapidus,309,"anztox,envirotox,wqbench",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc muscorum,308,"envirotox,wqbench",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptocephalus proboscideus,308,"envirotox,wqbench",131522,no_match,gbif_exact,gbif,Streptocephalus proboscideus,SPECIES,Animalia,Arthropoda,Branchiopoda,Anostraca,Streptocephalidae,Streptocephalus,NA
Villosa iris,306,"envirotox,wqbench",951659408,exact_unaccepted,NA,worms,Cambarunio iris,Species,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Villosa,freshwater
Indoplanorbis exustus,304,"envirotox,wqbench",11141176,exact,NA,worms,Indoplanorbis exustus,Species,Animalia,Mollusca,Gastropoda,NA,Bulinidae,Indoplanorbis,freshwater
Cloeon dipterum,303,"anztox,envirotox,wqbench",2921882,no_match,gbif_exact,gbif,Cloeon dipterum,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeon,NA
Pagrus major,303,"envirotox,wqbench",15498870,exact,NA,worms,Pagrus major,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagrus,marine
Pimephales notatus,303,"anztox,envirotox,wqbench",122349,exact,NA,worms,Pimephales notatus,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Pimephales,freshwater
Culex pipiens ssp. pallens,301,"envirotox,wqbench",31005024,no_match,gbif_exact,gbif,Culex pipiens pallens,SUBSPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,NA
Leiostomus xanthurus,301,"anztox,envirotox,wqbench",309002,exact,NA,worms,Leiostomus xanthurus,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Leiostomus,marine|brackish
Ameiurus melas,300,"anztox,envirotox,wqbench",1912249,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelteobagrus fulvidraco,297,"envirotox,wqbench",117817,exact_unaccepted,NA,worms,Tachysurus fulvidraco,Species,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pelteobagrus,freshwater
Xyrauchen texanus,297,"envirotox,wqbench",84852153,exact,NA,worms,Xyrauchen texanus,Species,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Xyrauchen,freshwater
Misgurnus anguillicaudatus,295,"anztox,envirotox,wqbench",137268,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,293,"anztox,envirotox,wqbench",91203,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scylla serrata,293,"anztox,envirotox,wqbench",71432,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamellidens marginalis,291,"envirotox,wqbench",55389,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neanthes arenaceodentata,289,"anztox,wqbench",206440,exact,NA,worms,Neanthes arenaceodentata,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,marine
Sander vitreus,289,"envirotox,wqbench",2164070,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer magister,283,"anztox,envirotox,wqbench",12789036,exact_unaccepted,NA,worms,Metacarcinus magister,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,marine
Biomphalaria alexandrina,282,"anztox,envirotox,wqbench",60515,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mugil cephalus,281,"anztox,envirotox,wqbench",309002,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuciscus idus ssp. melanotus,278,wqbench,78933,no_match,gbif_fuzzy,gbif,Leuciscus idus,SPECIES,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Leuciscus,NA
Perna perna,278,wqbench,7758987,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprinus carpio ssp. communis,276,"envirotox,wqbench",52315078,no_match,gbif_exact,gbif,Cyprinus carpio communis,SUBSPECIES,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,NA
Menidia menidia,271,"anztox,envirotox,wqbench",2921882,exact,NA,worms,Menidia menidia,Species,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,marine|brackish
Tapes philippinarum,271,wqbench,7447394,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus vetulus,269,"anztox,envirotox,wqbench",2921882,exact,NA,worms,Simocephalus vetulus,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Simocephalus,brackish|freshwater
Pangasianodon hypophthalmus,263,wqbench,52686,exact,NA,worms,Pangasianodon hypophthalmus,Species,Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasianodon,freshwater
Potamopyrgus antipodarum,261,"envirotox,wqbench",1912249,exact,NA,worms,Potamopyrgus antipodarum,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,brackish|freshwater
Hyla versicolor,257,"anztox,wqbench",94757,exact_unaccepted,NA,worms,Dryophytes versicolor,Species,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,freshwater|terrestrial
Elodea canadensis,255,"anztox,wqbench",10043353,exact,NA,worms,Elodea canadensis,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Hydrocharitaceae,Elodea,freshwater
Melanotaenia fluviatilis,254,"anztox,envirotox,wqbench",121755,exact,NA,worms,Melanotaenia fluviatilis,Species,Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia,freshwater
Palaemonetes pugio,253,"anztox,envirotox",2921882,exact_unaccepted,NA,worms,Palaemon pugio,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,brackish|freshwater
Scenedesmus acutus,253,"anztox,envirotox,wqbench",137268,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chironomus sp.,251,wqbench,7778509,no_match,gbif_fuzzy,gbif,Chironomus,GENUS,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA
Catostomus commersoni,250,"anztox,envirotox,wqbench",12674112,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egeria densa,249,wqbench,143545908,no_match,gbif_exact,gbif,Egeria densa,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,NA
Anabas testudineus,248,"envirotox,wqbench",38641940,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuciscus idus melanotus,248,"anztox,envirotox",58899,no_match,gbif_fuzzy,gbif,Leuciscus idus,SPECIES,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Leuciscus,NA
Acutodesmus acuminatus,246,wqbench,64285069,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Girardia tigrina,246,wqbench,7758987,exact,NA,worms,Girardia tigrina,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Girardia,freshwater
Rutilus rutilus,246,"anztox,envirotox,wqbench",121755,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haliotis diversicolor ssp. supertexta,243,wqbench,131113,no_match,gbif_exact,gbif,Haliotis diversicolor supertexta,SUBSPECIES,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,NA
Penaeus indicus,239,"envirotox,wqbench",7487947,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepeophtheirus salmonis,238,wqbench,62737,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cipangopaludina malleata,237,"anztox,envirotox,wqbench",919868,exact_unaccepted,NA,worms,Margarya laeta,Species,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Cipangopaludina,freshwater
Crassostrea rhizophorae,236,"anztox,envirotox,wqbench",7440439,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macrobrachium nipponense,236,"envirotox,wqbench",38641940,exact,NA,worms,Macrobrachium nipponense,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,brackish|freshwater
Mercenaria mercenaria,236,"anztox,envirotox,wqbench",309002,exact,NA,worms,Mercenaria mercenaria,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,marine
Euglena gracilis,235,"envirotox,wqbench",11104282,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus keta,235,"anztox,envirotox,wqbench",1071836,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eichhornia crassipes,232,wqbench,14797730,exact,NA,worms,Eichhornia crassipes,Species,Plantae,Tracheophyta,Magnoliopsida,Liliales,Pontederiaceae,Eichhornia,freshwater
Tanytarsus dissimilis,232,"anztox,envirotox,wqbench",72208,no_match,gbif_exact,gbif,Tanytarsus dissimilis,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,NA
Leuciscus idus,231,"anztox,envirotox,wqbench",1912249,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viviparus bengalensis,231,"anztox,envirotox,wqbench",71432,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anodonta anatina,224,wqbench,7440508,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megalobrama amblycephala,224,wqbench,7632000,exact,NA,worms,Megalobrama amblycephala,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Megalobrama,freshwater
Brachionus koreanus,221,"envirotox,wqbench",738705,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esox lucius,220,"anztox,envirotox,wqbench",72435,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jenynsia multidentata,218,"envirotox,wqbench",38641940,exact,NA,worms,Jenynsia multidentata,Species,Animalia,Chordata,Teleostei,Cyprinodontiformes,Anablepidae,Jenynsia,freshwater
Tisbe battagliai,217,"anztox,envirotox,wqbench",7440439,exact,NA,worms,Tisbe battagliai,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe,marine
Chaetogammarus marinus,213,"envirotox,wqbench",112732,exact_unaccepted,NA,worms,Marinogammarus marinus,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Chaetogammarus,marine|brackish
Crangon crangon,213,"anztox,envirotox,wqbench",108952,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnodrilus hoffmeisteri,213,"anztox,envirotox,wqbench",1563662,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palaemonetes sp.,212,wqbench,100027,no_match,gbif_fuzzy,gbif,Palaemonetes,GENUS,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,NA
Semisulcospira libertina,212,"envirotox,wqbench",137304,exact,NA,worms,Semisulcospira libertina,Species,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Semisulcospiridae,Semisulcospira,freshwater
Culex pipiens ssp. quinquefasciata,211,"envirotox,wqbench",3568567,no_match,gbif_fuzzy,gbif,Culex pipiens quinquefasciatus,SUBSPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,NA
Psetta maxima,211,"anztox,wqbench",330541,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithobates sylvaticus,207,wqbench,7647145,no_match,gbif_exact,gbif,Lithobates sylvaticus,SPECIES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,NA
Tanichthys albonubes,207,"envirotox,wqbench",151508,exact,NA,worms,Tanichthys albonubes,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Tanichthys,freshwater
Dendraster excentricus,206,"anztox,envirotox,wqbench",72208,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synechogobius hasta,206,wqbench,7758987,exact_unaccepted,NA,worms,Acanthogobius hasta,Species,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Synechogobius,marine|brackish|freshwater
Gila elegans,205,"envirotox,wqbench",87865,exact,NA,worms,Gila elegans,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gila,freshwater
Gymnodinium splendens,205,"anztox,wqbench",7439987,exact_unaccepted,NA,worms,Akashiwo sanguinea,Species,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,marine|brackish
Uca pugilator,205,"anztox,envirotox,wqbench",7440439,exact_unaccepted,NA,worms,Leptuca pugilator,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Uca,marine
Hypophthalmichthys nobilis,203,"envirotox,wqbench",7632000,exact,NA,worms,Hypophthalmichthys nobilis,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Hypophthalmichthys,brackish|freshwater
Carassius carassius,200,"anztox,envirotox,wqbench",1912249,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neocloeon triangulifer,200,wqbench,7733020,no_match,gbif_exact,gbif,Neocloeon triangulifer,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeon,NA
Tilapia mossambica,200,"anztox,envirotox",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithobates clamitans ssp. clamitans,197,wqbench,63252,no_match,gbif_exact,gbif,Lithobates clamitans clamitans,SUBSPECIES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,NA
Marisa cornuarietis,197,"envirotox,wqbench",80057,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daphnia similis,195,"anztox,envirotox,wqbench",834128,exact_unaccepted,NA,worms,Daphnia (Ctenodaphnia) similis,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,freshwater
Gomphonema gracile,195,"anztox,wqbench",51218452,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capitella capitata,194,"anztox,envirotox,wqbench",7440439,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulva fasciata,194,"envirotox,wqbench",99650,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydra viridissima,193,"anztox,envirotox,wqbench",100000001,exact,NA,worms,Hydra viridissima,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,freshwater
Pseudacris regilla,193,"anztox,envirotox,wqbench",330541,exact,NA,worms,Pseudacris regilla,Species,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,freshwater
Spirostomum ambiguum,193,"envirotox,wqbench",10325947,exact,NA,worms,Spirostomum ambiguum,Species,Chromista,Ciliophora,Heterotrichea,Heterotrichida,Spirostomidae,Spirostomum,brackish
Barytelphusa guerini,192,"envirotox,wqbench",2921882,exact_unaccepted,NA,worms,Barusa guerini,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Barytelphusa,freshwater
Crangon septemspinosa,192,"anztox,envirotox,wqbench",115297,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parachlorella kessleri,191,"envirotox,wqbench",87392129,exact,NA,worms,Parachlorella kessleri,Species,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Parachlorella,freshwater|terrestrial
Anguilla rostrata,190,"anztox,envirotox,wqbench",85007,exact,NA,worms,Anguilla rostrata,Species,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marine|brackish|freshwater
Vallisneria americana,187,"anztox,wqbench",122349,no_match,gbif_exact,gbif,Vallisneria americana,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria,NA
Amphiascus tenuiremis,185,wqbench,1912249,exact_unaccepted,NA,worms,Sarsamphiascus tenuiremis,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amphiascus,marine
Lemna aequinoctialis,185,"anztox,wqbench",834128,no_match,gbif_exact,gbif,Lemna aequinoctialis,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,NA
Penaeus japonicus,185,"envirotox,wqbench",10124364,exact_unaccepted,NA,worms,Penaeus (Marsupenaeus) japonicus,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,marine
Anabaena variabilis,182,"anztox,envirotox,wqbench",330541,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepomis gibbosus,182,"anztox,envirotox,wqbench",122349,exact,NA,worms,Lepomis gibbosus,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Lepomis,brackish|freshwater
Epinephelus coioides,181,wqbench,7758987,exact,NA,worms,Epinephelus coioides,Species,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus,marine|brackish
Paratya australiensis,179,"anztox,envirotox,wqbench",115297,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penaeus duorarum,179,"anztox,envirotox",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proales similis,178,wqbench,18540299,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terapon jarbua,178,"envirotox,wqbench",7646857,exact,NA,worms,Terapon jarbua,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Terapontidae,Terapon,marine|brackish|freshwater
Atherinops affinis,177,"anztox,envirotox,wqbench",60617063,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysosporum ovalisporum,176,wqbench,70458967,exact_unaccepted,NA,worms,Umezakia ovalisporum,Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nodulariaceae,Chrysosporum,marine|freshwater
Colossoma macropomum,176,"envirotox,wqbench",7758987,exact,NA,worms,Colossoma macropomum,Species,Animalia,Chordata,Teleostei,Characiformes,Serrasalmidae,Colossoma,freshwater
Micropterus dolomieu,175,"envirotox,wqbench",2164070,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelophylax nigromaculatus,175,wqbench,43121433,exact,NA,worms,Pelophylax nigromaculatus,Species,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,freshwater
Cerastoderma edule,174,"envirotox,wqbench",9016459,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anabas scandens,172,"envirotox,wqbench",10099748,exact_unaccepted,NA,worms,Anabas testudineus,Species,Animalia,Chordata,Teleostei,Anabantiformes,Anabantidae,Anabas,brackish|freshwater
Hydra oligactis,172,"anztox,envirotox,wqbench",75014,exact,NA,worms,Hydra oligactis,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,freshwater
Dicentrarchus labrax,170,"envirotox,wqbench",12125029,exact,NA,worms,Dicentrarchus labrax,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,marine|brackish|freshwater
Potamogeton crispus,170,"anztox,wqbench",74223646,exact,NA,worms,Potamogeton crispus,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,freshwater
Tinca tinca,169,"anztox,envirotox,wqbench",94746,exact,NA,worms,Tinca tinca,Species,Animalia,Chordata,Teleostei,Cypriniformes,Tincidae,Tinca,brackish|freshwater
Chaoborus punctipennis,168,"envirotox,wqbench",51839282,no_match,gbif_exact,gbif,Chaoborus punctipennis,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,NA
Radix luteola,167,wqbench,1314132,exact_unaccepted,NA,worms,Racesina luteola,Species,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,freshwater
Pomatoschistus minutus,166,"envirotox,wqbench",50282,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana limnocharis,166,"anztox,envirotox,wqbench",138261413,exact_unaccepted,NA,worms,Fejervarya limnocharis,Species,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,freshwater|terrestrial
Ankistrodesmus falcatus,165,"anztox,envirotox,wqbench",108703,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dinophilus gyrociliatus,164,"anztox,envirotox,wqbench",115297,exact_unaccepted,NA,worms,Dimorphilus gyrociliatus,Species,Animalia,Annelida,Polychaeta,NA,Dinophilidae,Dinophilus,marine
Daphnia pulicaria,163,"envirotox,wqbench",7786814,no_match,gbif_exact,gbif,Daphnia pulicaria,SPECIES,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,NA
Limnodynastes peronii,163,wqbench,50471448,exact,NA,worms,Limnodynastes peronii,Species,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Limnodynastes,freshwater
Barbus ticto,162,"anztox,envirotox,wqbench",122349,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicoides furens,162,wqbench,7773015,exact,NA,worms,Culicoides furens,Species,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,marine|terrestrial
Fundulus similis,162,"anztox,envirotox,wqbench",2921882,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utterbackia imbecillis,162,"envirotox,wqbench",120127,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis tricaudatus,161,wqbench,7733020,no_match,gbif_exact,gbif,Baetis tricaudatus,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA
Brachydanio rerio,161,anztox,60515,exact_unaccepted,NA,worms,Danio rerio,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Brachydanio,freshwater
Corophium volutator,161,"anztox,wqbench",7778509,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammarus roeseli,161,"anztox,envirotox,wqbench",138261413,fuzzy,NA,worms,Gammarus roeselii,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,freshwater
Hexagenia sp.,161,wqbench,951659408,no_match,gbif_fuzzy,gbif,Hexagenia,GENUS,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,NA
Cyclotella meneghiniana,160,"anztox,envirotox,wqbench",330541,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perca fluviatilis,159,"anztox,envirotox,wqbench",121755,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poecilia vivipara,158,"anztox,envirotox,wqbench",7440439,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culex nigripalpus,157,"envirotox,wqbench",3383968,no_match,gbif_exact,gbif,Culex nigripalpus,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,NA
Metapenaeus monoceros,157,"anztox,envirotox,wqbench",91203,exact,NA,worms,Metapenaeus monoceros,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeus,marine|brackish
Pontastacus leptodactylus,156,wqbench,94757,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus purpuratus,156,"anztox,wqbench",115297,exact,NA,worms,Strongylocentrotus purpuratus,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,marine
Anabaena cylindrica,155,"envirotox,wqbench",1007289,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprinus carpio ssp. jian,155,wqbench,7440508,no_match,gbif_fuzzy,gbif,Cyprinus carpio,SPECIES,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Cyprinus,NA
Eurytemora affinis,155,"envirotox,wqbench",95501,ambiguous,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holmesimysis costata,155,wqbench,7733020,exact,NA,worms,Holmesimysis costata,Species,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Holmesimysis,marine
Ruditapes decussatus,154,"envirotox,wqbench",7440508,exact,NA,worms,Ruditapes decussatus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,marine
Homarus americanus,153,"anztox,envirotox,wqbench",122145,exact,NA,worms,Homarus americanus,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,marine
Lepomis microlophus,152,"anztox,envirotox,wqbench",11097691,exact,NA,worms,Lepomis microlophus,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Lepomis,freshwater
Mysidopsis bahia,152,anztox,2921882,exact_unaccepted,NA,worms,Americamysis bahia,Species,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,marine
